Column1;name;serving_size;calories;total_fat;saturated_fat;cholesterol;sodium;choline;folate;folic_acid;niacin;pantothenic_acid;riboflavin;thiamin;vitamin_a;vitamin_a_rae;carotene_alpha;carotene_beta;cryptoxanthin_beta;lutein_zeaxanthin;lucopene;vitamin_b12;vitamin_b6;vitamin_c;vitamin_d;vitamin_e;tocopherol_alpha;vitamin_k;calcium;copper;irom;magnesium;manganese;phosphorous;potassium;selenium;zink;protein;alanine;arginine;aspartic_acid;cystine;glutamic_acid;glycine;histidine;gluten;isoleucine;leucine;lysine;methionine;phenylalanine;proline;serine;threonine;tryptophan;tyrosine;valine;carbohydrate;fiber;sugars;fructose;galactose;glucose;lactose;maltose;sucrose;fat;saturated_fatty_acids;monounsaturated_fatty_acids;polyunsaturated_fatty_acids;fatty_acids_total_trans;alcohol;ash;caffeine;theobromine;water
3926;CAMPBELL'S Homestyle New England Clam Chowder;100 g;70;4.2g;0.8g;4mg;363.00 mg;0;0;0;0.422 mg;0;0.015 mg;0.015 mg;0.00 IU;0;0;0;0;0;0;0;0;0.0 mg;0;0;0;0;14.00 mg;0.025 mg;0.56 mg;13.00 mg;0.076 mg;31.00 mg;337.00 mg;4.3 mcg;0.27 mg;2.33 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5.68 g;0.8 g;0.00 g;0.00 g;0.00 g;0.00 g;0.00 g;0.00 g;0.00 g;4.23 g;0.816 g;0;0;4.00 mg;0;1.23 g;0;0;86.53 g
3959;Corned beef and potatoes in tortilla (Apache);100 g;224;8.3g;3.4g;11mg;511.00 mg;0;70.00 mcg;0;2.545 mg;0;0.135 mg;0.277 mg;0;0;0;0;0;0;0;0.23 mcg;0.214 mg;0;0;0.20 mg;0.20 mg;3.1 mcg;27.00 mg;0.066 mg;1.80 mg;22.00 mg;0.310 mg;82.00 mg;275.00 mg;11.3 mcg;0.88 mg;7.91 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;29.35 g;1.5 g;1.79 g;0.25 g;0.00 g;0.21 g;0.00 g;0.97 g;0.37 g;8.31 g;3.366 g;3.345 g;0.864 g;11.00 mg;0;1.92 g;0;0;52.51 g
4062;SILK Vanilla soy yogurt (single serving size);100 g;88;1.8g;;0;12.00 mg;0;0;0;0;0;0;0;0.00 IU;0;0;0;0;0;0;0;0;17.6 mg;0;0;0;0;176.00 mg;0;0.85 mg;0;0;0;0;0;0;2.94 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;14.71 g;0.6 g;10.59 g;0;0;0;0;0;0;1.76 g;0.000 g;0;0;0.00 mg;0;1.24 g;0;0;79.35 g
4111;Campbell's Brown Sugar And Bacon Flavored Baked Beans;100 g;123;1.9g;0.4g;4mg;362.00 mg;0;0;0;0;0;0;0;0.00 IU;0;0;0;0;0;0;0;0;0.0 mg;0;0;0;0;31.00 mg;0;1.11 mg;0;0;0;0;0;0;3.85 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;23.08 g;6.2 g;10.00 g;0;0;0;0;0;0;1.92 g;0.385 g;0;0;4.00 mg;0;1.75 g;0;0;69.40 g
4202;Shortening household soybean (hydrogenated) and palm;100 g;884;100g;25g;0;0.00 mg;0;0.00 mcg;0.00 mcg;0.000 mg;0.000 mg;0.000 mg;0.000 mg;0.00 IU;0.00 mcg;0;0;0;0;0;0.00 mcg;0.000 mg;0.0 mg;0;0;0;0;0.00 mg;0.000 mg;0.00 mg;0.00 mg;0.000 mg;0.00 mg;0.00 mg;0.0 mcg;0.00 mg;0.00 g;0.000 g;0.000 g;0.000 g;0.000 g;0.000 g;0.000 g;0.000 g;1;0.000 g;0.000 g;0.000 g;0.000 g;0.000 g;0.000 g;0.000 g;0.000 g;0.000 g;0.000 g;0.000 g;0.00 g;0.0 g;0;0;0;0;0;0;0;100.00 g;25.020 g;42.510 g;26.640 g;0.00 mg;0;0.00 g;0;0;0.00 g
4359;KELLOGG'S EGGO Lowfat Blueberry Nutri-Grain Waffles;100 g;208;2.8g;0.4g;0;591.00 mg;0;51.00 mcg;0;5.130 mg;0;0.440 mg;0.380 mg;1282.00 IU;0;0;0;0;0;0;1.54 mcg;0.510 mg;0.0 mg;0;0;0;0;61.00 mg;0;4.62 mg;54.00 mg;0;77.00 mg;68.00 mg;0;0;5.95 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42.71 g;3.5 g;8.89 g;0;0;0;0;0;0;2.83 g;0.410 g;1.150 g;0.800 g;0.00 mg;0;2.45 g;0;0;46.06 g
4374;CAMPBELL'S Homestyle Harvest Tomato with Basil Soup;100 g;45;0.4g;0.2g;2mg;322.00 mg;0;0;0;0;0;0;0;204.00 IU;0;0;0;0;0;0;0;0;7.3 mg;0;0;0;0;8.00 mg;0;0.29 mg;0;0;0;0;0;0;0.82 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9.39 g;0.8 g;6.53 g;0;0;0;0;0;0;0.41 g;0.204 g;0;0;2.00 mg;0;1.70 g;0;0;87.90 g
4402;CAMPBELL'S Homestyle Light New England Clam Chowder;100 g;49;1.6g;0.4g;4mg;322.00 mg;0;0;0;0;0;0;0;0.00 IU;0;0;0;0;0;0;0;0;0.0 mg;0;0;0;0;8.00 mg;0;0.59 mg;0;0;0;0;0;0;2.45 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.12 g;0.8 g;0.41 g;0;0;0;0;0;0;1.63 g;0.408 g;0;0;4.00 mg;0;1.30 g;0;0;88.70 g
4733;KRAFT CHEEZ WHIZ Pasteurized Process Cheese Sauce;100 g;276;21g;13g;75mg;1638.00 mg;0;0;0;0;0;0.240 mg;0;649.00 IU;0;0;0;0;0;0;0;0;0.4 mg;0;0;0;0;359.00 mg;0;0.19 mg;0;0;806.00 mg;240.00 mg;0;1.64 mg;12.00 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9.20 g;0.3 g;6.70 g;0;0;0;0;0;0;21.00 g;13.100 g;0;0;75.00 mg;0;5.80 g;0;0;51.50 g
4893;KRAFT CHEEZ WHIZ LIGHT Pasteurized Process Cheese Product;100 g;215;9.5g;6.4g;35mg;1705.00 mg;0;0;0;0;0;0.330 mg;0;628.00 IU;0;0;0;0;0;0;0;0;0.4 mg;0;0;0;0;418.00 mg;0;0.16 mg;0;0;943.00 mg;297.00 mg;0;2.36 mg;16.30 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.20 g;0.2 g;8.20 g;0;0;0;0;0;0;9.50 g;6.400 g;0;0;35.00 mg;0;6.40 g;0;0;51.50 g
5031;CAMPBELL'S Homestyle Mexican Style Chicken Tortilla Soup;100 g;53;0.8g;0.4g;4mg;347.00 mg;0;0;0;0;0;0;0;82.00 IU;0;0;0;0;0;0;0;0;0.0 mg;0;0;0;0;8.00 mg;0;0.15 mg;0;0;0;0;0;0;2.86 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.16 g;1.2 g;1.63 g;0;0;0;0;0;0;0.82 g;0.408 g;0;0;4.00 mg;0;1.40 g;0;0;86.40 g
5094;CAMPBELL'S Homestyle Chicken with White & Wild Rice Soup;100 g;41;0.4g;;4mg;322.00 mg;0;0;0;0;0;0;0;408.00 IU;0;0;0;0;0;0;0;0;0.0 mg;0;0;0;0;8.00 mg;0;0.15 mg;0;0;0;0;0;0;2.45 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6.94 g;0.4 g;1.22 g;0;0;0;0;0;0;0.41 g;0.000 g;0;0;4.00 mg;0;1.50 g;0;0;88.70 g
5431;CAMPBELL'S Homestyle Light Italian-Style Wedding Soup;100 g;33;0.6g;0.2g;4mg;322.00 mg;0;0;0;0;0;0;0;408.00 IU;0;0;0;0;0;0;0;0;0.0 mg;0;0;0;0;16.00 mg;0;0.44 mg;0;0;0;0;0;0;2.45 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.49 g;0.4 g;0.82 g;0;0;0;0;0;0;0.61 g;0.204 g;0;0;4.00 mg;0;2.40 g;0;0;89.80 g
6320;KRAFT FREE Singles American Nonfat Pasteurized Process Cheese Product;100 g;148;1g;0.7g;16mg;1298.00 mg;0;0;0;0;0;0.280 mg;0;2166.00 IU;0;0;0;0;0;0;0;0;0.2 mg;0;0;0;0;712.00 mg;0;0.05 mg;0;0;923.00 mg;236.00 mg;0;2.50 mg;22.70 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.70 g;0.2 g;6.70 g;0;0;0;0;0;0;1.00 g;0.700 g;0;0;16.00 mg;0;6.10 g;0;0;58.00 g
6423;CAMPBELL'S Homestyle HEALTHY REQUEST Mexican Style Chicken Tortilla;100 g;53;1g;0.2g;4mg;167.00 mg;0;0;0;0;0;0;0;122.00 IU;0;0;0;0;0;0;0;0;0.5 mg;0;0;0;0;16.00 mg;0;0.44 mg;0;0;0;216.00 mg;0;0;2.86 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.76 g;1.2 g;1.22 g;0;0;0;0;0;0;1.02 g;0.204 g;0.204 g;0.000 g;4.00 mg;0;1.30 g;0;0;87.00 g
6476;KRAFT VELVEETA LIGHT Reduced Fat Pasteurized Process Cheese Product;100 g;222;11g;7.1g;42mg;1586.00 mg;0;0;0;0;0;0.650 mg;0;982.00 IU;0;0;0;0;0;0;0;0;0.1 mg;0;0;0;0;574.00 mg;0;0.14 mg;0;0;1024.00 mg;345.00 mg;0;2.49 mg;19.60 g;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11.80 g;0.0 g;8.50 g;0;0;0;0;0;0;10.60 g;7.100 g;0;0;42.00 mg;0;6.60 g;0;0;51.30 g
7450;CAMPBELL'S Homestyle HEALTHY REQUEST Chicken with Whole Grain Pasta Soup;100 g;40;0.8g;0.2g;4mg;167.00 mg;0;0;0;1.820 mg;0;0.019 mg;0.015 mg;408.00 IU;0;0;0;0;0;0;0;0;0.0 mg;0;0;0;0;11.00 mg;0.025 mg;0.31 mg;9.00 mg;0.054 mg;45.00 mg;265.00 mg;5.0 mcg;0.20 mg;3.80 g;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.28 g;0.7 g;0.32 g;0.00 g;0.00 g;0.00 g;0.00 g;0.00 g;0.32 g;0.82 g;0.204 g;0.408 g;0.204 g;4.00 mg;0;1.26 g;0;0;89.84 g
